2014,Machlin Womens Swiss Teams,1,Wen Hu,,,
2014,Machlin Womens Swiss Teams,1,Ling Gan,,,
2014,Machlin Womens Swiss Teams,1,Yanhong Wang,,,
2014,Machlin Womens Swiss Teams,1,Yan Huang,,,
2014,Machlin Womens Swiss Teams,1,Li Lisuan,,,
2014,Machlin Womens Swiss Teams,1,Yiting Ling,,,
2014,Machlin Womens Swiss Teams,2,Lihua Zhou,,,
2014,Machlin Womens Swiss Teams,2,Qi Shen,,,
2014,Machlin Womens Swiss Teams,2,Wen Wang,,,
2014,Machlin Womens Swiss Teams,2,Ran Jingrong,,,
2014,Machlin Womens Swiss Teams,2,Yan Lu,,,
2014,Machlin Womens Swiss Teams,2,Wang Hongli,,,
2013,Machlin Womens Swiss Teams,1,Marion Michielsen,,,
2013,Machlin Womens Swiss Teams,1,Sylvia Moss,,,
2013,Machlin Womens Swiss Teams,1,Laura Dekkers,,,
2013,Machlin Womens Swiss Teams,1,Cecilia Rimstedt,,,
2013,Machlin Womens Swiss Teams,1,Joann Glasson,,,
2013,Machlin Womens Swiss Teams,1,Meike Wortel,,,
2013,Machlin Womens Swiss Teams,2,Kerri Sanborn,,,
2013,Machlin Womens Swiss Teams,2,Barbara Sonsini,,,
2013,Machlin Womens Swiss Teams,2,Judi Radin,,,
2013,Machlin Womens Swiss Teams,2,Beth Palmer,,,
2013,Machlin Womens Swiss Teams,2,Irina Levitina,,,
2013,Machlin Womens Swiss Teams,2,Lynn Deas,,,
2012,Machlin Womens Swiss Teams,1,Lynn Deas,,,
2012,Machlin Womens Swiss Teams,1,Irina Levitina,,,
2012,Machlin Womens Swiss Teams,1,Barbara Sonsini,,,
2012,Machlin Womens Swiss Teams,1,Kerri Sanborn,,,
2012,Machlin Womens Swiss Teams,1,Beth Palmer,,,
2012,Machlin Womens Swiss Teams,1,Judi Radin,,,
2012,Machlin Womens Swiss Teams,2,Shawn Quinn,,,
2012,Machlin Womens Swiss Teams,2,Mildred Breed,,,
2012,Machlin Womens Swiss Teams,2,Disa Eythorsdottir,,,
2012,Machlin Womens Swiss Teams,2,Valerie Westheimer,,,
2012,Machlin Womens Swiss Teams,2,0,,,
2012,Machlin Womens Swiss Teams,2,0,,,
2011,Machlin Womens Swiss Teams,1/2,Jill Levin,,,
2011,Machlin Womens Swiss Teams,1/2,Geeske Joel,,,
2011,Machlin Womens Swiss Teams,1/2,Janice Seamon-Molson,,,
2011,Machlin Womens Swiss Teams,1/2,Debbie Rosenberg,,,
2011,Machlin Womens Swiss Teams,1/2,Tobi Sokolow,,,
2011,Machlin Womens Swiss Teams,1/2,Jill Meyers,,,
2011,Machlin Womens Swiss Teams,1/2,Benedicte Cronier,,,
2011,Machlin Womens Swiss Teams,1/2,Joyce Hampton,,,
2011,Machlin Womens Swiss Teams,1/2,Jenny Wolpert,,,
2011,Machlin Womens Swiss Teams,1/2,Sylvie Willard,,,
2011,Machlin Womens Swiss Teams,1/2,Sabine Auken,,,
2011,Machlin Womens Swiss Teams,1/2,Daniela von Arnim,,,
2010,Machlin Womens Swiss Teams,1,Martine Verbeek,,,
2010,Machlin Womens Swiss Teams,1,Shannon Cappelletti,,,
2010,Machlin Womens Swiss Teams,1,Wietske Van Zwol,,,
2010,Machlin Womens Swiss Teams,1,Migry Zur-Campanile,,,
2010,Machlin Womens Swiss Teams,1,Phyllis Fireman,,,
2010,Machlin Womens Swiss Teams,1,Shawn Quinn,,,
2010,Machlin Womens Swiss Teams,2,Tatiana Ponomareva,,,
2010,Machlin Womens Swiss Teams,2,Stacy Jacobs,,,
2010,Machlin Womens Swiss Teams,2,Disa Eythorsdottir,,,
2010,Machlin Womens Swiss Teams,2,Catherine D'Ovidio,,,
2010,Machlin Womens Swiss Teams,2,Daniele Gaviard,,,
2010,Machlin Womens Swiss Teams,2,Victoria Gromova,,,
2009,Machlin Womens Swiss Teams,1,Janice Seamon-Molson,,,
2009,Machlin Womens Swiss Teams,1,Jill Levin,,,
2009,Machlin Womens Swiss Teams,1,Jill Meyers,,,
2009,Machlin Womens Swiss Teams,1,Phyllis Fireman,,,
2009,Machlin Womens Swiss Teams,1,Shannon Cappelletti,,,
2009,Machlin Womens Swiss Teams,1,Tobi Sokolow,,,
2009,Machlin Womens Swiss Teams,2,Hong Li Wang,,,
2009,Machlin Womens Swiss Teams,2,Min Sun,,,
2009,Machlin Womens Swiss Teams,2,Ru Yan,,,
2009,Machlin Womens Swiss Teams,2,Wen Fei Wang,,,
2009,Machlin Womens Swiss Teams,2,Yi Qian Lin,,,
2009,Machlin Womens Swiss Teams,2,Yong Lin Dong,,,
2008,Machlin Womens Swiss Teams,1,Cheri Bjerkan,,,
2008,Machlin Womens Swiss Teams,1,Joann Glasson,,,
2008,Machlin Womens Swiss Teams,1,Lisa Berkowitz,,,
2008,Machlin Womens Swiss Teams,1,Sue Weinstein,,,
2008,Machlin Womens Swiss Teams,1,0,,,
2008,Machlin Womens Swiss Teams,1,0,,,
2008,Machlin Womens Swiss Teams,2,Beth Palmer,,,
2008,Machlin Womens Swiss Teams,2,Irina Levitina,,,
2008,Machlin Womens Swiss Teams,2,Karen McCallum,,,
2008,Machlin Womens Swiss Teams,2,Kerri Sanborn,,,
2008,Machlin Womens Swiss Teams,2,Lynn Baker,,,
2008,Machlin Womens Swiss Teams,2,Lynn Deas,,,
2007,Machlin Womens Swiss Teams,1,Beth Palmer,,,
2007,Machlin Womens Swiss Teams,1,Irina Levitina,,,
2007,Machlin Womens Swiss Teams,1,Karen McCallum,,,
