1972,Gold Cup,1,Robert Sheehan
1972,Gold Cup,1,Chris Dixon
1972,Gold Cup,1,Tony Priday
1972,Gold Cup,1,Jane Priday
1972,Gold Cup,1,Maurice Esterson
1972,Gold Cup,1,David Edwin

1972,Gold Cup,2,Victor Silverstone
1972,Gold Cup,2,Willie Coyle
1972,Gold Cup,2,Victor Goldberg
1972,Gold Cup,2,Sam Leckie
1972,Gold Cup,2,Barnet Shenkin


1973,Gold Cup,1,Victor Silverstone
1973,Gold Cup,1,Willie Coyle
1973,Gold Cup,1,Victor Goldberg
1973,Gold Cup,1,Dr John Matheson
1973,Gold Cup,1,Sam Leckie
1973,Gold Cup,1,Barnet Shenkin

1973,Gold Cup,2,Joe Bloomberg
1973,Gold Cup,2,Rita Oldroyd
1973,Gold Cup,2,Alf Finlay
1973,Gold Cup,2,Irving Manning
1973,Gold Cup,2,Eric Newman
1973,Gold Cup,2,Tony Sowter


1974,Gold Cup,1,Tony Priday
1974,Gold Cup,1,Claude Rodrigue
1974,Gold Cup,1,Louis Tarlo
1974,Gold Cup,1,Chris Dixon
1974,Gold Cup,1,David Edwin
1974,Gold Cup,1,Maurice Esterson

1974,Gold Cup,2,Bill Pencharz
1974,Gold Cup,2,Ian Panto
1974,Gold Cup,2,Alan Hiron
1974,Gold Cup,2,Peter Lester
1974,Gold Cup,2,Bob Rowlands
1974,Gold Cup,2,Derek Rimington


1975,Gold Cup,1,Keith Stanley
1975,Gold Cup,1,Michael Dilks
1975,Gold Cup,1,Nicola Gardener
1975,Gold Cup,1,Irving Gordon
1975,Gold Cup,1,David Greenwood
1975,Gold Cup,1,Keith Loveys

1975,Gold Cup,2,Barry Posner
1975,Gold Cup,2,John Collings
1975,Gold Cup,2,Douglas Smerdon
1975,Gold Cup,2,Jack Nunes
1975,Gold Cup,2,Geoffrey Breskal
1975,Gold Cup,2,John Sadler


1976,Gold Cup,1,Tony Priday
1976,Gold Cup,1,Claude Rodrigue
1976,Gold Cup,1,Michael Rosenberg
1976,Gold Cup,1,Barnet Shenkin
1976,Gold Cup,1,Victor Goldberg
1976,Gold Cup,1,Patrick Jourdain

1976,Gold Cup,2,Barry Posner
1976,Gold Cup,2,John Collings
1976,Gold Cup,2,Douglas Smerdon
1976,Gold Cup,2,Jack Nunes
1976,Gold Cup,2,Geoffrey Breskal
1976,Gold Cup,2,Joe Amsbury


1977,Gold Cup,1,Barry Posner
