2012,2,Michel Bessis
2012,2,Thomas Bessis
2012,2,Sally Brock
2012,2,Fulvio Fantoni
2012,2,Paul Hackett
2012,2,Tom Hanlon
2012,2,Kalin Karaivanov
2012,2,Claudio Nunes
2012,2,Nicola Smith
2012,2,Rumen Trendafilov
2012,1,David Berkowitz
2012,1,Curtis Cheek
2012,1,Joe Grue
2012,1,Bob Hamman
2012,1,John Hurd
2012,1,Marc Jacobus
2012,1,Justin Lall
2012,1,Jill Levin
2012,1,Brad Moss
2012,1,Alan Sontag
2010,2,Sabine Auken
2010,2,Boye Brogeland
2010,2,Giorgio Duboin
2010,2,Fulvio Fantoni
2010,2,Jason Hackett
2010,2,Justin Hackett
2010,2,Geir Helgemo
2010,2,Tor Helness
2010,2,Claudio Nunes
2010,2,Erik Saelensminde
2010,2,Antonio Sementa
2010,2,Daniela Von Arnim
2010,1,David Berkowitz
2010,1,Fred Gitelman
2010,1,Bob Hamman
2010,1,Geoff Hampson
2010,1,Bobby Levin
2010,1,Jill Levin
2010,1,Zia Mahmood
2010,1,Jeff Meckstroth
2010,1,Jill Meyers
2010,1,Eric Rodwell
2010,1,Alan Sontag
2010,1,Steve Weinstein
2008,1,Sabine Auken
2008,1,Michel Bessis
2008,1,Thomas Bessis
2008,1,Boye Brogeland
2008,1,Tom Hanlon
2008,1,Tor Helness
2008,1,Michał Kwiecień
2008,1,Espen Lindqvist
2008,1,Hugh McGann
2008,1,Marion Michielsen
2008,1,Jacek Pszczoła
2008,1,Jan Peter Svendsen
2008,2,David Berkowitz
2008,2,Björn Fallenius
2008,2,Richard Freeman
2008,2,Steve Garner
2008,2,Bob Hamman
2008,2,Geoff Hampson
2008,2,Zia Mahmood
2008,2,Janice Seamon-Molson
2008,2,Tobi Sokolow
2008,2,Alan Sontag
2008,2,Howard Weinstein
2008,2,Roy Welland
2006,2,Sabine Auken
2006,2,Norberto Bocchi
2006,2,Giorgio Duboin
2006,2,Jason Hackett
2006,2,Justin Hackett
2006,2,Tom Hanlon
2006,2,Geir Helgemo
2006,2,Tor Helness
2006,2,Jan Jansma
2006,2,Hugh McGann
2006,2,Louk Verhees Jr.
2006,2,Daniela von Arnim
2006,1,David Berkowitz
2006,1,Larry N. Cohen
2006,1,Fred Gitelman
2006,1,Bob Hamman
2006,1,Geoff Hampson
2006,1,Bobby Levin
2006,1,Jill Levin
2006,1,Zia Mahmood
2006,1,Jill Meyers
2006,1,Paul Soloway
2006,1,Steve Weinstein
2006,1,Roy Welland
