1994,1,Marinesa Letizia
1994,1,Jill Blanchard
1994,1,Sue Picus
1994,1,Rozanne Pollack
1994,1,Judi Radin
1994,2,Karen Allison
1994,2,Jo Casen
1994,2,Dori Cohen
1994,2,Joann Glasson
1994,2,Jo Ann Spring
1994,2,Sally Woolsey

1994,3,Mildred Breed
1994,3,Tobi Sokolow|Tobi Deutsch
1994,3,Amalya Kearse
1994,3,Joyce Lilie
1994,3,Jacqui Mitchell
1994,3,Jo Morse

1994,3,Judi Cody
1994,3,Shelley Lapkoff
1994,3,Linda Perlman
1994,3,JoAnna Stansby
1994,3,Carlyn Steiner
1994,3,Claire Tornay

1998,1,Maria Erhart
1998,1,Doris Fischer
1998,1,Sylvia Terraneo
1998,1,Terry Weigkricht

1998,2,Daniela von Arnim
1998,2,Sabine Auken
1998,2,Katrin Farwig
1998,2,Barbara Stawowy

1998,3,Jill Meyers
1998,3,Shawn Quinn
1998,3,Carol Sanders
1998,3,Tobi Sokolow
1998,3,JoAnn Sprung
1998,3,Dorothy Truscott

1998,3,Mickie Kivel
1998,3,Ellee Lewis
1998,3,Terry Michaels
1998,3,Claire Tornay
1998,3,Nadine Wood
 
2002,1,Lynn Deas
2002,1,Irina Levitina
2002,1,Jill Meyers
2002,1,Randi Montin
2002,1,Beth Palmer
2002,1,Kerri Sanborn

2002,2,Mildred Breed
2002,2,Rozanne Pollack
2002,2,Shawn Quinn
2002,2,Judi Radin
2002,2,Valerie Westheimer

2002,3,Véronique Bessis
2002,3,Bénédicte Cronier
2002,3,Catherine D'Ovidio
2002,3,Sylvie Willard

2006,1,Victoria Gromova
2006,1,Marinesa Letizia
2006,1,Tatiana Ponomareva
2006,1,Janice Seamon-Molson
2006,1,Tobi Sokolow
2006,1,Carlyn Steiner

2006,2,Jill Levin
2006,2,Irina Levitina
2006,2,Jill Meyers
2006,2,Hansa Narasimhan
2006,2,Debbie Rosenberg
2006,2,JoAnna Stansby

2006,3,Kathrine Bertheau
2006,3,Catarina Midskog
2006,3,Jenny Wolpert
2006,3,Mari Ryman

2010,1,Xuefeng Feng
2010,1,Ling Gu
2010,1,Yan Lu
2010,1,Ming Sun
2010,1,Yanhui Sun
2010,1,Hongli Wang

2010,2,Carla Arnolds
2010,2,Jet Pasman
2010,2,Anneke Simons
2010,2,Martine Verbeek
2010,2,Bep Vriend
2010,2,Wietske van Zwol

2010,3,Daniele Allouche-Gaviard
2010,3,Shannon Cappelletti
2010,3,Catherine D'Ovidio
2010,3,Phyllis Fireman
2010,3,Victoria Gromova
2010,3,Tatiana Ponomareva

2014,1,Lynn Baker
2014,1,Karen McCallum
2014,1,Sally Brock
2014,1,Nicola Smith
2014,1,Marion Michielsen
2014,1,Meike Wortel

2014,2,Ran Jing Rong
2014,2,Wang Hongli
2014,2,Wang Wenfei
2014,2,Wu Shaoyong
2014,2,Zhang Yu

2014,3,Sylvia Moss
2014,3,Lynn Deas
2014,3,Hjördis Eythorsdottir
2014,3,Joann Glasson
2014,3,Kerri Sanborn
2014,3,Janice Seamon-Molson
